amount,device_type,merchant_category,hour,txn_velocity_1h,Class
194.06586729911865,mobile,food,12,2,0
3051.726026559685,desktop,retail,0,2,0
2518.368325912019,desktop,gaming,4,9,0
266.8789687374469,desktop,food,12,4,0
1400.445856540691,desktop,gaming,13,4,0
4542.246770973602,mobile,food,23,7,0
1205.4138344281923,desktop,travel,2,2,0
733.0254117352032,desktop,food,14,3,0
4452.36927378504,tablet,food,18,8,1
4928.395766011898,desktop,food,16,6,0
1217.855804842387,desktop,retail,2,3,0
3363.956381555334,tablet,travel,15,5,0
3810.4818804903007,tablet,food,13,4,0
1195.8113445220743,mobile,food,11,3,0
5643.7995795731795,tablet,gaming,11,13,1
1845.2378322690736,mobile,travel,10,3,0
3165.2060946619617,tablet,food,16,6,0
3171.3132566968648,tablet,gaming,7,7,0
2683.5156735330447,mobile,gaming,16,7,0
460.5459525714974,tablet,retail,20,2,0
4178.159452990298,mobile,gaming,22,3,0
3610.692524208962,tablet,food,19,9,1
940.7273668952727,desktop,retail,10,7,0
213.46795635827195,tablet,retail,1,2,0
2958.5557865093265,mobile,food,9,3,0
3391.0461655929894,tablet,travel,9,7,0
92.7732663500022,mobile,gaming,10,7,0
2565.344360913412,mobile,retail,5,3,0
1140.2139182377105,desktop,travel,3,1,0
3229.4122241431546,desktop,food,23,3,0
880.0884807349073,mobile,gaming,11,5,0
3457.779313131305,tablet,gaming,10,7,0
1939.8093780396816,mobile,retail,22,4,0
4684.282643796305,mobile,gaming,22,1,0
696.2295112885063,tablet,gaming,12,6,0
1711.92109174079,tablet,gaming,4,2,0
576.2328709905395,tablet,gaming,5,3,0
4624.221155210028,tablet,food,0,4,0
4387.923373371095,mobile,travel,5,6,0
1297.1287222986264,mobile,food,17,6,0
3303.3203897105536,desktop,food,21,7,0
4087.938779004067,mobile,retail,8,5,0
2780.452049881317,tablet,gaming,23,7,0
2652.9563859964724,desktop,food,14,2,0
1216.842931593254,tablet,gaming,7,1,0
2474.582811351437,mobile,food,18,13,1
4487.1066321871,desktop,food,23,1,0
4503.086105245019,tablet,retail,15,2,0
3169.176271793607,desktop,travel,5,6,0
3701.7586573330163,desktop,travel,5,6,1
1752.555777317178,mobile,food,21,3,0
3632.5188375624944,tablet,retail,2,7,0
4486.58019716336,desktop,gaming,9,8,0
4436.561257082935,desktop,gaming,0,4,0
3901.578973829543,tablet,food,13,3,0
3213.737914309896,desktop,travel,3,1,0
429.8584253252937,desktop,retail,11,9,0
2816.527283332123,desktop,travel,5,11,1
4493.7854007501255,tablet,gaming,10,6,0
3036.081007701354,tablet,travel,11,9,0
55.89328756698194,tablet,gaming,9,1,0
516.3429989015002,tablet,retail,17,6,0
3320.8738278491983,mobile,retail,6,5,0
35.25730339263124,desktop,food,6,6,0
812.4321765733183,tablet,food,10,8,0
2748.1816089392646,desktop,travel,3,5,0
3462.5570364865393,desktop,retail,19,2,0
3263.286684917977,mobile,retail,0,2,0
1129.1038542081933,tablet,food,12,5,0
3563.774314524204,tablet,gaming,17,3,0
1193.8729466090324,desktop,travel,8,3,0
1633.744493814746,tablet,travel,23,8,0
3734.9921115389407,desktop,food,23,7,0
3251.6681662456012,desktop,retail,8,1,0
4247.624818365948,mobile,food,22,5,0
3291.488332578713,mobile,food,8,9,0
2845.8599306440033,mobile,food,9,4,0
477.43709146218146,desktop,food,1,1,0
1844.9018572665732,tablet,gaming,5,8,0
1333.35981473181,mobile,gaming,14,5,0
1227.5083204616271,tablet,retail,2,2,0
4865.322668214703,mobile,food,10,1,0
1971.5576460871343,mobile,gaming,5,3,0
4461.312310333796,desktop,retail,2,9,0
3159.381743726342,mobile,food,23,1,0
3976.1084046728256,mobile,travel,10,4,0
2518.1590945949088,desktop,gaming,14,8,0
2888.750384285532,tablet,retail,12,8,0
2467.663292156131,mobile,travel,19,8,0
984.262509112242,desktop,food,9,8,0
5615.036055154911,mobile,food,5,9,1
1411.0540885798705,desktop,food,14,8,0
131.33667249295468,tablet,gaming,17,9,0
3230.9067565767673,tablet,retail,17,7,0
893.7822902411742,desktop,travel,6,2,0
6702.888335921042,desktop,retail,14,14,1
4770.103599242911,desktop,gaming,17,8,0
4575.173307200038,tablet,retail,17,5,0
1857.0919142746675,mobile,gaming,19,3,0
2087.1285164790484,tablet,food,8,12,1
4642.309627312749,desktop,travel,23,2,0
2146.6389001033986,desktop,food,1,3,0
4833.607547027911,tablet,retail,7,9,0
4818.463685675371,desktop,food,19,4,0
4266.517182782127,tablet,travel,1,4,0
1479.2999714272325,desktop,food,10,3,0
1931.6376657236071,mobile,travel,6,5,0
4257.171990869116,mobile,travel,5,3,0
1591.4408057298256,desktop,food,9,9,0
855.7688059636015,tablet,gaming,4,3,0
2788.4382996671675,mobile,retail,10,2,0
4681.412323062297,tablet,gaming,0,5,0
3483.1886854081154,desktop,gaming,1,6,0
2854.6052387459313,tablet,food,23,1,0
494.910703916135,mobile,retail,0,6,0
3078.886061228857,tablet,retail,18,3,0
4950.368712020274,tablet,gaming,1,4,0
709.0192360302549,desktop,food,20,6,0
2596.464965295046,desktop,retail,19,8,0
4388.091628920498,desktop,gaming,22,9,0
3706.4354025934804,mobile,retail,20,6,0
5488.108547566388,mobile,food,23,12,1
3515.395579095675,desktop,food,3,5,0
1803.8608445865782,desktop,food,11,9,0
1475.0233028798218,mobile,retail,21,4,0
4048.712165837783,mobile,travel,19,6,0
4052.465839449112,mobile,retail,17,5,0
4336.690869714717,mobile,travel,0,1,0
4567.070357256792,desktop,food,0,5,0
2561.5985703160795,mobile,gaming,23,5,0
2512.566310489126,desktop,travel,13,9,0
3993.492943044208,tablet,food,3,1,0
3253.3200145810483,tablet,food,4,5,0
5512.814717515939,mobile,travel,10,12,1
3981.0054204861444,tablet,gaming,23,6,0
4451.1266556696555,tablet,food,22,6,0
1696.5958326891637,tablet,travel,12,7,0
1884.1589336733207,mobile,gaming,15,6,0
478.96987980593633,mobile,gaming,23,5,0
2895.6179035709083,tablet,food,12,5,0
189.35194624574302,desktop,retail,23,9,0
2333.334110480976,tablet,retail,21,8,0
2717.7967271908074,mobile,food,1,4,0
1439.8408481201393,mobile,gaming,15,4,0
2958.2579702393637,mobile,food,5,5,0
2162.196247195857,tablet,travel,13,8,1
196.36746185857993,desktop,retail,0,8,0
4114.776797691695,mobile,travel,16,7,0
3807.3513006422017,mobile,food,10,10,1
644.0319581329051,tablet,food,18,3,0
2615.9938676734737,desktop,gaming,2,5,0
3852.267829962068,tablet,gaming,10,3,0
3086.9469272092474,mobile,gaming,4,10,1
3118.2234743368113,desktop,travel,16,1,0
435.8838503189023,desktop,gaming,21,6,0
267.8917886313524,mobile,food,6,4,0
2661.4596115250583,desktop,gaming,9,4,0
4707.769256834432,desktop,retail,10,13,1
3190.775208476051,tablet,gaming,2,2,0
3633.195755276081,mobile,travel,19,4,0
4879.5018765180475,mobile,retail,9,2,0
2586.3387380229647,mobile,retail,9,1,0
1621.5527999768174,mobile,retail,13,3,0
5977.979111895831,mobile,travel,11,13,1
1361.4529337977503,desktop,food,14,6,0
2200.4673893211243,tablet,gaming,9,7,0
401.4973428979071,mobile,retail,9,2,0
136.50020964313296,tablet,retail,18,6,0
6813.615589242846,tablet,retail,0,13,1
4181.540801355907,desktop,food,23,8,0
3482.911288407553,mobile,food,9,4,0
2050.675192627207,desktop,travel,1,6,0
874.7386571535204,mobile,food,16,5,0
790.6208429287194,desktop,gaming,23,9,0
1258.7120618413308,tablet,travel,6,8,0
4750.641056883542,mobile,travel,6,7,1
3575.833654273311,tablet,gaming,19,7,0
3304.384909821479,tablet,gaming,8,7,0
1406.8701457602547,desktop,gaming,21,1,0
4774.777750509338,mobile,travel,1,1,0
3692.105614311885,tablet,travel,13,4,0
2776.2267220318895,desktop,travel,16,5,0
3062.4865237094177,mobile,gaming,0,4,0
2103.8043115146716,mobile,gaming,8,7,0
1246.1776376107757,tablet,retail,19,3,0
3786.3036664697956,mobile,food,20,12,1
3791.652091217202,tablet,retail,18,8,0
81.82350826248178,mobile,gaming,3,6,0
589.202476129512,desktop,travel,7,6,0
239.55318368854623,tablet,gaming,12,8,0
213.23672357166097,tablet,food,3,8,0
4278.748314214926,mobile,retail,8,7,0
3521.252718306318,mobile,retail,8,6,0
2376.127407145753,tablet,travel,21,6,0
498.1924616484974,mobile,retail,17,6,0
2463.1632168329934,desktop,retail,11,8,0
2372.624136195023,mobile,gaming,9,1,0
874.2773308509758,desktop,retail,10,5,0
2174.9197296974853,desktop,retail,6,3,0
1998.5386246428934,desktop,retail,8,8,0
3083.09198928056,desktop,travel,5,6,0
3179.1173178295426,desktop,travel,18,2,0
236.06700876250216,mobile,gaming,15,7,0
1879.3169469860914,desktop,retail,14,7,0
3133.0409794140396,mobile,travel,6,5,0
2520.6499303146375,desktop,travel,15,8,0
4283.884307529728,tablet,gaming,4,5,0
3296.8812217785357,desktop,food,15,1,0
823.0427911363341,tablet,retail,0,9,0
362.1380495281449,desktop,travel,18,4,0
3215.672198249515,desktop,gaming,4,2,0
142.29143960269286,desktop,gaming,6,4,0
2933.020150554582,tablet,gaming,18,9,0
4701.748904710538,tablet,travel,21,2,0
2881.616147600636,desktop,retail,4,4,0
1946.9679317705443,mobile,food,16,2,0
3220.0082100273426,desktop,retail,21,5,0
2296.681923552668,tablet,gaming,7,3,0
2732.6277786865153,desktop,gaming,0,2,0
4707.909395794861,tablet,food,1,9,0
1936.6521626258634,tablet,retail,14,5,0
4806.340913481332,tablet,gaming,19,5,0
4527.699703360758,desktop,gaming,17,1,0
986.9977625985892,tablet,retail,10,6,0
356.11289136707563,tablet,gaming,9,7,0
512.8822268733591,desktop,retail,23,1,0
100.92691000123314,tablet,gaming,23,9,0
481.2703741720827,desktop,retail,3,8,0
3418.2037993476206,tablet,food,4,8,0
365.23135581654265,mobile,gaming,3,7,0
1601.688395165869,mobile,food,12,5,0
6225.927801737578,tablet,gaming,12,8,1
126.12695932177107,mobile,gaming,17,9,0
6074.19772811879,desktop,travel,23,12,1
1416.4553261192657,mobile,retail,1,8,0
599.6424898320647,tablet,food,15,6,0
3486.7184551671116,tablet,food,0,5,0
3148.4248054316213,desktop,food,18,8,0
4388.585347499994,tablet,retail,8,3,0
3678.00450858139,desktop,travel,2,7,0
4019.3698426203946,mobile,food,6,2,0
1417.3525171308193,mobile,retail,9,3,0
895.4233234608168,desktop,gaming,0,2,0
3755.567610687883,desktop,food,9,5,0
4036.1053489436476,tablet,food,20,7,0
4952.62065858336,mobile,travel,8,1,0
2068.962207788018,desktop,food,14,9,0
3866.370248105988,mobile,food,14,6,1
3884.3006741025642,desktop,gaming,2,1,0
1710.609665862559,mobile,retail,4,8,0
4654.479054761788,tablet,retail,8,6,0
4293.4796316966285,mobile,travel,21,6,0
2150.680196601342,mobile,gaming,8,9,0
3756.846628279572,mobile,retail,22,4,0
3775.1689416825648,mobile,gaming,6,8,0
524.5881054913037,mobile,retail,23,4,0
6513.739004331038,tablet,gaming,22,7,1
2531.2093385148073,desktop,travel,11,8,0
4134.0227558776305,mobile,food,8,7,0
1607.0475091427527,tablet,travel,5,4,0
4478.66091019604,mobile,retail,22,9,0
1952.116376883474,mobile,travel,1,9,0
64.07988088668881,desktop,food,8,8,0
6527.8560623321255,mobile,travel,16,6,1
465.52051716280647,tablet,retail,0,7,0
1603.37505157617,tablet,retail,18,5,0
4750.809215583517,desktop,travel,5,7,0
4753.529663218405,mobile,food,4,9,0
2871.455061735198,tablet,travel,1,2,0
3162.867688727298,mobile,food,8,4,0
2247.743154671816,mobile,gaming,13,4,0
1473.121750773342,mobile,food,3,2,0
3650.0360813958805,desktop,gaming,3,8,1
3365.8670958244215,mobile,travel,20,8,0
3764.348901894023,tablet,food,14,9,0
3959.979428191984,mobile,gaming,7,6,0
3950.1945325448237,tablet,gaming,3,2,0
465.11845421296493,mobile,gaming,15,2,0
2477.1573204658816,tablet,retail,20,7,0
297.21821248305497,tablet,travel,3,8,0
2752.1491227954402,mobile,gaming,15,8,0
2213.2372018531514,mobile,food,21,6,0
4439.643871963915,tablet,gaming,11,8,0
1761.0659126348726,desktop,retail,15,1,0
594.1644119737532,mobile,travel,18,9,0
723.528493443651,desktop,retail,7,1,0
3809.9380522701863,mobile,retail,5,3,0
3094.908135948143,mobile,retail,9,9,0
514.6021538527234,mobile,food,4,5,0
429.6929625138372,mobile,travel,17,9,0
3507.835965981009,desktop,travel,9,9,0
373.0874017573257,mobile,food,9,6,0
4111.0816958588775,tablet,travel,6,1,0
3534.148713510916,tablet,retail,17,7,0
415.93041540307985,desktop,travel,0,6,0
433.34019328510766,mobile,food,6,9,0
4933.331496720865,tablet,retail,20,7,0
1877.6112708230405,desktop,food,0,4,0
1859.5043138637857,mobile,gaming,14,7,0
4065.869840614938,tablet,retail,3,2,0
4736.770401145455,tablet,retail,19,6,0
4930.145308476126,desktop,travel,9,6,0
3769.3571444421186,mobile,retail,22,2,0
1887.5353317992697,mobile,food,8,4,0
426.66857632635714,tablet,travel,1,8,0
3887.9631104779096,tablet,gaming,13,8,0
2796.437206181667,tablet,food,15,8,0
2126.8678261424116,mobile,gaming,0,8,0
4532.708381622732,desktop,gaming,1,1,0
2564.8754367076954,desktop,gaming,6,7,1
2468.1992704113873,mobile,retail,9,4,0
66.65468738942116,desktop,food,21,9,0
2348.61660355069,tablet,food,19,3,0
290.9533456523684,desktop,retail,0,6,0
602.9014021776788,desktop,travel,12,7,0
596.4559714177534,desktop,gaming,0,8,0
3249.559407559157,tablet,food,4,7,0
3732.763947534462,mobile,retail,15,3,0
2921.0101378348263,tablet,gaming,14,6,0
6811.241016887964,mobile,travel,16,10,1
1880.6041918232834,mobile,travel,22,4,0
1435.703310546485,mobile,gaming,15,1,0
4344.309649665407,desktop,travel,12,7,0
1125.7432342120687,desktop,food,10,8,0
6816.480471808651,mobile,food,16,7,1
70.65082870218355,mobile,food,16,7,0
4849.695345271119,desktop,travel,1,6,0
225.3679606333748,tablet,food,12,5,0
4456.804137353375,mobile,retail,13,4,0
4643.2285343406365,tablet,food,10,7,1
4964.894332635308,desktop,food,9,6,0
378.24485802964034,mobile,travel,2,5,0
2773.7328791625905,tablet,food,16,2,0
4846.819652739304,tablet,gaming,14,7,0
2620.2582424090424,tablet,retail,8,6,0
3150.69920429496,desktop,travel,9,9,0
3481.7859580332397,desktop,retail,7,5,0
2278.1599131911885,tablet,gaming,20,9,0
3141.5148196194764,tablet,travel,12,9,0
2925.7284164962703,desktop,travel,17,1,0
4506.778472350035,tablet,food,4,5,0
236.77743790387478,tablet,retail,5,9,0
1412.0063160652294,desktop,gaming,16,7,0
4752.553305542028,tablet,gaming,10,6,0
4452.416281615672,tablet,travel,19,6,0
2283.7271964007077,tablet,food,15,7,0
3104.461663029668,desktop,travel,8,1,0
1394.132103075852,tablet,travel,1,4,0
948.7245870215689,desktop,travel,4,1,0
2323.855040650511,desktop,travel,0,6,0
1773.2276178500035,mobile,gaming,3,4,0
2922.4439981358514,mobile,gaming,3,1,0
397.8958384552743,tablet,travel,21,9,0
4872.230090254171,desktop,travel,2,4,0
4931.191614953218,mobile,food,8,6,0
5493.826952958529,tablet,travel,21,12,1
2685.120868057161,mobile,gaming,22,8,0
1554.5428052687755,mobile,retail,11,9,0
6070.837148337674,desktop,gaming,9,14,1
3426.8085510438577,desktop,food,1,8,0
821.4585273310075,mobile,gaming,10,3,0
4555.526650624274,mobile,retail,9,2,0
4114.460842186613,desktop,travel,21,5,0
4749.501567326701,tablet,retail,5,1,0
3631.3403468579163,desktop,travel,17,3,0
3070.9418277195914,mobile,travel,1,1,0
2097.032751090188,tablet,gaming,1,3,0
4664.315131936526,mobile,gaming,9,4,0
4331.658808607038,tablet,gaming,15,7,0
235.64116382988513,mobile,food,11,5,0
141.5712027412875,tablet,gaming,0,5,0
1888.5522007214674,tablet,food,20,1,0
4054.6611206013463,mobile,gaming,7,8,0
4936.507885281573,tablet,travel,15,4,0
760.5802866066057,desktop,food,17,5,0
2974.712269607154,mobile,retail,12,2,0
1910.6453745887973,desktop,food,14,1,0
4849.87284509487,mobile,food,20,9,0
4212.173426447186,tablet,retail,11,2,0
4193.260236508578,tablet,food,7,6,0
2348.778867376902,tablet,travel,9,1,0
4079.949316664949,mobile,gaming,13,6,1
1374.3012889342242,desktop,retail,4,9,0
291.3137282881263,desktop,gaming,17,4,0
4324.964657512715,mobile,travel,18,9,0
4066.376035559087,mobile,retail,14,5,0
4998.591189697791,desktop,gaming,5,7,0
4983.217816998788,desktop,gaming,10,1,0
2781.604210957111,desktop,travel,20,6,0
3847.2472017507475,desktop,gaming,10,8,0
6724.380992113316,mobile,travel,19,6,1
4249.740479480283,mobile,food,19,9,0
1244.2670276985564,tablet,travel,20,3,0
2258.215235197367,desktop,food,17,1,0
654.50548160596,tablet,retail,17,1,0
6770.714626021025,mobile,gaming,9,11,1
3034.8114259098916,mobile,travel,1,6,0
1150.927599462279,tablet,travel,8,1,0
3361.786415185225,desktop,gaming,13,3,0
3094.4599198849,desktop,gaming,18,7,0
3797.231962983874,desktop,retail,9,8,1
576.6523850761488,desktop,retail,22,3,0
3361.15024600807,tablet,travel,3,3,0
2606.3354275099286,tablet,retail,5,7,0
3863.86877476084,mobile,food,13,4,0
2605.615870548847,desktop,retail,3,4,0
4262.385686589515,desktop,retail,14,3,0
2764.015125484683,desktop,travel,15,9,0
2809.0804779615773,tablet,food,6,2,0
4384.501477265142,desktop,retail,16,4,0
2023.3795023998612,tablet,food,18,8,0
2678.735989968697,desktop,food,18,11,1
153.62555480356147,desktop,food,16,7,0
3778.1349058113587,mobile,gaming,5,7,0
3105.3446612537887,desktop,gaming,10,2,0
5523.358042815125,desktop,gaming,15,9,1
1072.6911659294647,mobile,gaming,7,6,0
690.4936631779811,tablet,travel,10,3,0
82.57788168273082,tablet,retail,6,9,0
1759.431918444919,desktop,gaming,23,4,0
2953.689257404619,tablet,travel,21,2,0
1967.2977850476643,desktop,retail,18,6,0
2192.999860898408,mobile,gaming,9,1,0
4521.751885523805,mobile,retail,8,6,0
1747.7947804462688,desktop,gaming,3,1,0
4574.807550907456,mobile,travel,22,13,1
3920.428533578304,mobile,food,14,5,0
1988.748483783138,desktop,food,12,6,0
5114.212634137089,desktop,retail,1,7,1
4313.1949066462585,mobile,travel,1,2,0
4748.107912051634,tablet,food,15,9,0
743.8966698358993,tablet,gaming,8,3,0
4633.672249555857,desktop,food,12,6,0
2465.6603024668957,desktop,retail,2,5,0
1298.6394976118022,tablet,retail,8,4,0
2301.0874236289237,mobile,travel,12,2,0
4900.36255067453,tablet,retail,20,8,0
2468.1642890244193,tablet,food,21,7,0
3650.4705353346662,tablet,food,1,7,1
3170.6702630404616,tablet,food,7,6,0
1208.3266377031835,desktop,food,8,8,0
388.55800726223293,desktop,travel,15,7,0
653.1098123341396,mobile,gaming,1,1,0
648.9487363992845,mobile,gaming,5,5,0
767.9944406263488,mobile,travel,21,2,0
702.7475915205566,mobile,retail,7,6,0
3207.964976568041,tablet,gaming,4,7,0
917.5816211517326,desktop,retail,8,7,0
1734.8797437860774,desktop,gaming,0,3,0
4484.974165430999,mobile,retail,8,7,0
2375.068584911733,mobile,travel,9,5,0
3341.1131152199255,tablet,food,22,8,0
869.8761572961329,tablet,retail,3,8,0
969.5222038552672,mobile,food,2,7,0
213.93439516972953,desktop,retail,9,6,0
2852.985964730101,desktop,retail,14,7,1
1400.1657917694736,desktop,retail,10,6,0
893.2823165409666,mobile,retail,13,9,0
452.6256434477075,desktop,retail,5,2,0
611.9729967919981,tablet,food,11,1,0
2309.286052483302,tablet,retail,12,5,0
1039.6052548449047,mobile,food,16,6,0
1827.7066066298964,tablet,travel,15,3,0
2522.0521815657357,mobile,gaming,2,8,0
3455.070194860533,desktop,retail,1,7,0
206.1675778070837,desktop,gaming,10,2,0
5999.057890556123,desktop,food,8,12,1
3143.2229435596296,tablet,travel,2,1,0
417.9775694248708,mobile,travel,17,9,0
4369.157334292819,desktop,travel,19,7,0
4605.153278653748,mobile,gaming,14,6,0
314.7790196757701,desktop,food,13,2,0
1391.6194642545465,tablet,retail,1,3,0
4032.9443861673763,tablet,retail,16,1,0
3743.8158550144553,mobile,food,21,5,0
930.7598865883228,tablet,gaming,7,9,0
1054.6531234501845,tablet,retail,9,6,0
1858.655792928996,mobile,food,17,5,0
2427.7696961031966,desktop,retail,18,3,0
5095.091309936177,tablet,travel,7,10,1
1850.8790614531642,mobile,retail,7,8,0
2318.048233504408,tablet,gaming,2,2,0
3739.879981287445,tablet,food,2,5,0
193.0491824240835,tablet,gaming,11,6,0
1269.6603522766636,tablet,food,21,8,0
3569.6144335639165,mobile,travel,16,8,0
4477.0821200591245,mobile,food,3,5,0
2563.270436157174,mobile,retail,16,9,0
2665.2462914739253,tablet,retail,13,4,0
2544.7883365854823,tablet,travel,18,14,1
2242.5877104490387,tablet,food,8,7,0
2667.7601596105656,mobile,travel,20,6,0
1219.927813137301,tablet,retail,11,4,0
1353.523722437411,desktop,gaming,4,2,0
1892.647973892067,tablet,travel,10,8,0
110.15527691085458,desktop,gaming,19,6,0
1617.1750362600596,tablet,gaming,2,3,0
1065.1255549127577,mobile,food,20,7,0
1644.2117873677942,tablet,travel,14,7,0
607.6130377780636,desktop,gaming,13,6,0
4453.731130892076,desktop,gaming,10,2,0
2972.026343234703,tablet,food,19,8,0
3398.720572531003,desktop,food,7,1,0
3947.964480650618,desktop,retail,3,1,0
4497.226572655996,mobile,gaming,11,11,1
2443.7322375562444,tablet,retail,7,10,1
4690.1616436745535,tablet,gaming,5,14,1
2938.337178924187,tablet,retail,14,7,0
